FID	IID	PalmiticAcid	LinoleicAcid	AlphaLinolenicAcid	OleicAcid
CA13900147C-	CA13900147C-	0.384402615700558	6.59063846275019	0.951068582332564	-1.55928450946859
CA13900151C-	CA13900151C-	0.0977084813825044	-10.1629773283454	-3.19022596160661	0.151333350518583
CA13900162C-	CA13900162C-	-3.59272468215619	-6.51769407984939	-1.62695881456343	3.92142013176652
CA15940019C-	CA15940019C-	0.813573124137238	0.000919071772659085	1.49798249386957	1.35268114487908
CA15940045C-	CA15940045C-	1.27885004947183	2.96627137611543	-1.29827060575853	-0.514730417915491
CA15940049C-	CA15940049C-	-0.0730621344242228	-1.89010396933296	-11.8005832238328	-0.158578956183954
CA15940057C-	CA15940057C-	-0.464116084273621	2.69453264141279	0.804379469420932	0.476890401779102
PI-451187	PI-451187	-0.181578775354962	-10.1460483176551	-2.00206458457449	1.85008584572408
CA15940127C-	CA15940127C-	-1.31528223848822	-1.12278169167112	1.15479766900814	-1.36821479797052
CA15940130C-	CA15940130C-	-1.72417631202452	1.68405602351637	2.45359248961691	0.0905134223086941
CA15940141C-	CA15940141C-	0.111082210639068	-9.53972867986331	-4.90729937307805	0.575501563124062
CA15940142W-	CA15940142W-	-0.868822744480167	-7.49968915971793	0.415152585783044	0.52793329243254
CA15940154C-	CA15940154C-	-0.424130235235993	-0.796491370006244	-0.417172491791307	-0.966760654977427
CA16940099C	CA16940099C	0.237735774771915	0.210249227650037	-1.44750426945692	0.0308928689444684
CA16940136C	CA16940136C	-0.207956581746073	2.94863453497992	3.72709054402666	3.28934821806871
CA16940182C	CA16940182C	-0.274317101828831	-2.23005933957232	-0.371709676860781	0.786302260575872
CA16940193C	CA16940193C	1.27963478087599	0.172832846849914	-10.9826845589929	-0.628108555241165
CA16940195C	CA16940195C	0.988802503515874	-2.44332992473247	-7.44228509913529	0.678494032145434
PI-451305	PI-451305	0.662601243430423	-0.332570941551015	1.37879455516176	0.860300197179785
CA16940200C	CA16940200C	-1.47098299926441	-12.6854747859715	0.293838058819403	-1.76115496886328
CA16940221C	CA16940221C	-0.434714212024467	0.0551909377489198	0.673807781476138	1.52749448322386
CA16940239C	CA16940239C	-0.0928948132254914	-11.320429602854	-1.67162151740658	-0.11552646554915
CA17900005C	CA17900005C	1.0102709568229	2.96665347052742	2.32104208325755	0.0994080908374918
CA17900011C	CA17900011C	-2.24081282570111	3.82274149744702	4.81285208780898	-0.765089060221389
CA17900013C	CA17900013C	-2.15479243376475	12.9315989895929	-11.066538197308	0.901829817535144
CA17900014C	CA17900014C	0.491521702230194	0.113792340734817	-0.467973174981159	-0.599675079803858
CA17900016C	CA17900016C	-0.179053763083817	1.64838952662053	8.09019706915683	1.70665115052455
CA17900017C	CA17900017C	0.349384612182541	-6.32363519663388	-1.14418422867277	1.42455371156941
CA17900019C	CA17900019C	1.17317845914127	-7.42221100151187	3.23658578476536	0.875359827276289
PI-451431	PI-451431	-1.12940366514074	2.14378266731167	-2.02260150095035	2.10413683290799
CA17900020C	CA17900020C	-0.51872481125967	3.95396393338728	-18.9526330084175	-0.571944740408171
CA17900021C	CA17900021C	0.153671094404978	-7.25701813755094	0.382370861178921	-0.427305905559482
CA17900028C	CA17900028C	0.701789470540617	0.189623969250798	-12.0301525156458	-0.593677603387103
CA17900034C	CA17900034C	-0.370248114103168	0.0478697357361955	0.285255211901682	-0.524385634074927
CA17900037C	CA17900037C	0.243355001248248	-4.88609719101384	-1.687356018458	-1.95496746603166
CA17900042C	CA17900042C	0.289211865567237	1.81546981324973	-0.900297568508813	-0.526017189031474
CA1710100042C	CA1710100042C	0.289211865567237	1.81546981324973	-0.900297568508813	-0.526017189031474
CA17900046C	CA17900046C	-0.102543716436067	-1.57176603921151	2.9025302404121	-0.62331438236765
Dwelley	Dwelley	-0.00534002755429292	-5.60703159131179	2.82382796501771	-0.820084209631752
Sawyer	Sawyer	-0.0410299958015244	-2.03663523776605	-3.62244190887884	0.038947064242244
CDC-orion	CDC-orion	-0.749100249941609	0.427265105688656	1.10631448604992	1.66571488117773
PI-451433	PI-451433	0.945928907848803	-2.92881599964399	4.80617549677659	-2.08894224456365
CA13900101G	CA13900101G	-0.359673992751649	11.8946014273149	-1.23455933619816	-0.71368407678152
CA13900103G	CA13900103G	0.464215587362628	-3.47748424771647	-3.26706329188973	0.087316175406521
CA13900104G	CA13900104G	-0.237925252629408	-0.0117076548777139	-1.07062904085357	-0.0654708137915219
Myles	Myles	1.19612724463092	-3.06297967813994	-3.05465728398667	-1.47648491053422
CDC-Frontier	CDC-Frontier	-0.487909415042143	11.1413353942979	-11.4200683375568	2.33450783058453
-0.487909415042143	-0.487909415042143	11.1413353942979	-11.4200683375568	2.33450783058453	
Royal	Royal	-0.598663552077811	6.97900204375845	0.141634813875634	-0.146887147857253
-0.598663552077811	-0.598663552077811	6.97900204375845	0.141634813875634	-0.146887147857253	
Spanish-White	Spanish-White	-3.39314966334504	24.4596902984416	3.06912399369484	-0.254892674052358
PI-451453	PI-451453	-0.0213702090611899	11.1340258356079	-4.47759478138924	0.111570814752935
PI-451598	PI-451598	-0.872868687645838	4.31463252483084	-0.0672815137080501	0.680057987461952
PI-675523	PI-675523	0.173736451387389	-0.0968253323342855	-0.602931162632764	-0.320115255859968
PI-675524	PI-675524	-2.37004520077097	6.98815622451143	-3.42490628172118	-1.41064899969649
PI-239859	PI-239859	0.27829264029487	2.43897425533269	-6.49672238323233	-0.716236177299959
W6-25864	W6-25864	-0.419470462672267	4.31836155053251	5.24846028157973	-0.993476734105216
W6-25865	W6-25865	-0.0446568724796724	2.63651011510591	1.17053411210299	2.84651032496922
W6-25866	W6-25866	65.6678746438483	-7.03564012868545	2.3418512514024	1.49946671754747
W6-25867	W6-25867	0.62065445081319	1.23739873143429	0.0811669576349478	1.50483022674484
W6-25868	W6-25868	-2.07747450755933	1.56868440304468	-2.35031328507107	-0.293360814528865
W6-25869	W6-25869	1.59682586388341	0.815240299872312	0.228490930412555	0.146692143403039
W6-25870	W6-25870	-0.437182825059784	-4.55127872479416	-0.0128647922204283	-0.0200220441268323
W6-25871	W6-25871	2.28239275274454	3.55486357977071	7.36688030128858	-0.145519275524671
W6-25872	W6-25872	-1.39631605193629	5.12794121244372	1.9840448377168	-0.963681988687938
W6-25873	W6-25873	-0.746016194518602	-3.32818224642136	3.9753100169618	0.239630498237305
PI-249981	PI-249981	-1.68022314918175	10.4454927639175	-3.65985722657049	0.176382639333306
W6-25874	W6-25874	-1.48462238559255	-5.8507062823234	-6.01851522371785	-0.675419335422188
W6-25875	W6-25875	0.273847860632388	0.306456651067266	-10.7592732391043	3.62640466299397
W6-25876	W6-25876	-0.0393140371257042	-0.143397836313952	1.10485631099042	0.172047737643539
W6-25877	W6-25877	-0.0644211395045452	-1.26504972646669	1.50956047251036	-1.22349420234966
W6-25878	W6-25878	0.575567369681186	7.45890803096561	-8.78687342266695	1.32207073503136
W6-25879	W6-25879	0.708120062366049	1.8940855017393	-3.36646963795131	-0.922004111225635
W6-25880	W6-25880	-0.658578870673792	-1.51095710779205	-7.80615224195452	-0.018735691551951
W6-25881	W6-25881	0.0225963594282159	0.889577830690146	-3.87956401436615	-0.860134447880845
W6-25882	W6-25882	-1.36499556916482	3.17066238799874	-8.89444468248925	2.67027668128004
W6-25883	W6-25883	-0.766589670130557	11.0981404507048	-1.54462596823629	-2.95161241926338
PI-250144	PI-250144	-0.677352056919906	0.132501684931602	-6.16357503519475	-0.281233543500794
W6-25884	W6-25884	0.348564855316411	-15.719923701311	0.290507469916021	-3.31071422036035
W6-25885	W6-25885	-0.294690957853158	-2.09804424574536	9.63739815217217	1.98309361295497
W6-25886	W6-25886	-2.5833426186488	-1.79296725233451	0.663594941010928	-1.66465157972545
W6-25887	W6-25887	1.16956993285494	8.16907731113334	3.44322114685581	0.470686732605635
W6-25888	W6-25888	0.243189725118405	10.7177404804158	-0.729844574360028	-0.161911612340805
W6-25890	W6-25890	-0.153758009510994	-10.0783299837627	-6.93231627086885	0.067733880281692
W6-25891	W6-25891	-0.120210261009854	1.50116890383649	6.87987057550988	-0.0596663654478301
W6-25892	W6-25892	-0.641027777520061	1.58606828596764	5.40444045852996	1.224033899615
W6-25893	W6-25893	-0.443225563908717	-1.66199802380409	0.779965461312697	-0.31538357984285
W6-25894	W6-25894	-1.50206748061398	9.59084557807456	4.11915283173695	-0.204762611277198
PI-359111	PI-359111	-0.114498644937919	1.24887981867394	17.541107150967	-0.295640472421701
W6-25895	W6-25895	-0.152234391336866	1.7578112517692	-1.39967141651151	-1.06390912180839
W6-25896	W6-25896	0.0415710131143035	-2.10756207660726	-3.41793259355244	-0.788496720621944
W6-25897	W6-25897	-0.34608715420826	9.1690974349547	0.496326231253754	0.422981389736767
W6-25898	W6-25898	0.0686105562312246	3.49126795076197	-0.768977890654006	-0.18410773399855
W6-25899	W6-25899	-0.796104687602815	1.39883066822243	0.424957357073216	-1.12853922714934
W6-25900	W6-25900	-0.7105651902755	1.34308397473594	8.89207275167381	-0.817743171923087
W6-25901	W6-25901	-0.294819655423881	-2.87512033311094	5.1978867540545	1.66550280399819
W6-25902	W6-25902	0.851547056004048	-10.1103988053434	-1.16156517967331	0.00135674176889932
W6-25903	W6-25903	-0.0096957025937762	-0.811197078447814	1.28112497862835	-0.924825312256035
W6-25904	W6-25904	-0.889054609039978	2.98226906758993	-9.28394752346761	0.911697754605876
PI-359317	PI-359317	-0.204251472469799	1.08687199475956	-0.515915749491865	-0.0650533186256055
W6-25905	W6-25905	-0.496187000875941	0.478004803126	11.9874074423233	-1.39552849906916
W6-25906	W6-25906	-0.207784055923392	-11.1670397539526	-1.62140680390356	0.179835329137145
W6-25907	W6-25907	0.0421615324206163	-2.01003290932372	0.996839749652579	0.317276736641744
W6-25909	W6-25909	0.138057912272181	11.3913767380354	-0.749542839141469	0.470600274166989
W6-25911	W6-25911	-1.09638076754591	0.253798016307056	-6.2375896807713	3.45301385246571
W6-25912	W6-25912	-0.537910756001144	0.717074418085074	-6.11706936522367	1.8161748292421
W6-25913	W6-25913	-0.586162214239194	-9.41505490723433	-2.49071320266422	-1.63375942807065
W6-25914	W6-25914	0.559854232187396	-5.21100441439704	7.43826551601099	-0.0221158317586061
W6-25915	W6-25915	-0.117234375978694	1.80204252636888	3.96609207363169	0.160053580370673
W6-25916	W6-25916	-0.28500810790214	10.3998476637792	10.3258291476539	-0.187364068485234
PI-359366	PI-359366	0.00582350794757623	-2.76984915620775	0.825039375810713	-0.203268204229349
W6-25917	W6-25917	-0.0163793859160274	0.0869881297137824	5.89741202312732	0.547783579020047
W6-25918	W6-25918	-0.0318182737866177	0.88915244166808	5.9455344806332	0.499122079147694
W6-25919	W6-25919	0.595914337856955	4.37524117102999	-2.21353319428722	1.01576985657661
W6-25920	W6-25920	-0.0510878934423267	3.55136102923343	-0.804540581705891	1.90525208314065
W6-25921	W6-25921	-0.378604002432988	-5.24310092838264	-9.55411077277782	-0.42139598910341
W6-25922	W6-25922	0.923200714947892	6.06611905129329	8.90924116740963	1.83490337338826
W6-25923	W6-25923	1.0304190341722	4.09507155486835	2.79759862388204	-0.45590586696134
W6-25924	W6-25924	-0.0581968397520532	5.86452549848879	-0.365034455135402	-0.816070980259463
W6-25925	W6-25925	-1.27175734673814	-3.79734073057164	0.361688316647877	-1.34936135954292
W6-25926	W6-25926	0.151584135198407	-2.03377371570323	2.82561551674432	0.224590173918862
PI-359375	PI-359375	0.864441824713995	-0.667173292895828	7.16872716752896	-1.31030431357797
W6-25929	W6-25929	-1.40225823514682	1.37258524557846	-7.86619357870138	0.242305530500922
W6-25930	W6-25930	0.00592782808349344	2.66696493404113	0.560148976587135	1.42635927003784
W6-25931	W6-25931	-0.1808085431359	-5.4241149527126	2.48543744502632	-0.462621238170434
W6-25932	W6-25932	-0.612449295144642	-2.07272267996528	-5.17650587155706	0.266162096204988
W6-25933	W6-25933	2.75536202606561	-8.35999823604761	-0.708419512633437	-0.830431902973973
W6-25934	W6-25934	0.0742413356012866	-4.16713720547433	-11.042756790285	0.0754322015353376
W6-25936	W6-25936	-0.0442844953333033	-0.0347780106107406	-4.94091980872078	0.72702693022675
W6-25937	W6-25937	-0.256238468516765	0.304436455557828	4.05720405030765	0.282292949959696
W6-25938	W6-25938	-0.918991670360297	0.584708346600089	-6.52356339941065	1.40292495867053
W6-25939	W6-25939	0.335982702551907	-5.88438963350771	3.80405400711769	0.0119314945167264
